step,last_coord
0,-0.005381913830434126
500,0.02058279879067359
1000,0.005574451419166046
1500,0.061523988761586525
2000,-0.053975516140036164
2500,-0.02955741139443263
3000,0.007010044734397903
3500,0.06149347293014683
4000,-0.02475899881708218
4500,-0.041887197149725615
5000,0.003952743465301125
5500,-0.028419908639616295
6000,-0.02733884743752022
6500,-0.05000575163593392
7000,-0.007762788525096934
7500,0.014277602330649205
8000,-0.015471654103211538
8500,0.014942994576628916
9000,-0.0069069999084819126
9500,0.026741411679764487
10000,-0.0012058364402084455
10500,-0.05845428970360159
11000,-0.02898266304117858
11500,0.0514670518606245
12000,-0.09104564548016075
12500,0.011626738756579016
13000,-0.06953728838673547
13500,-0.0010170116003819637
14000,0.0015632001270187653
14500,0.03904441983248873
15000,-0.060380283745753625
15500,0.050987106848818194
16000,0.038050971196962394
16500,-0.05178600728983803
17000,-0.010808992979522793
17500,-0.028416510114977388
18000,0.06509275867760432
18500,0.010456316494972735
19000,-0.0043870274420788015
19500,0.02037912067084113
20000,-0.01549009040308903
20500,0.03054587551825574
21000,0.02523090004620898
21500,-0.07755656105103481
22000,0.01575347996974587
22500,-0.012031381394363211
23000,0.04428637089584337
23500,0.05057457928632774
24000,-0.011002180689364267
24500,0.05094234823721961
25000,0.01062266047518449
25500,0.03525571019444192
26000,-0.07744716242476762
26500,0.02370072121460223
27000,-0.05183462136742338
27500,0.057403424439128645
28000,0.009161168000585359
28500,0.0014841308454436632
29000,-0.008139620881758517
29500,0.015274277151811013
30000,0.03068289070758408
30500,-0.002396052111544064
31000,-0.02626955696540919
31500,-0.03208995945119153
32000,-0.04964721697776543
32500,0.009800814169445705
33000,-0.026848466239654038
33500,-0.05834832665537705
34000,0.004925043565421883
34500,-0.010812757427424251
35000,-0.00933748341696748
35500,-0.01643112758497547
36000,-0.009374370278645844
36500,0.04534736287023385
37000,0.011645114116146757
37500,-0.02464013448266422
38000,-0.01219530200702351
38500,-0.08668318529269407
39000,0.08061535633942718
39500,-0.008990867426300514
40000,0.009294632502029974
40500,0.025757474224947875
41000,0.04928347454586417
41500,-0.004483787788975725
42000,-0.043739693139201986
42500,0.015043698029112646
43000,-0.010335986271060001
43500,-0.009631385496525164
44000,-0.05670036236537193
44500,-0.02461719525715782
45000,0.0377998411205437
45500,0.011870477693814227
46000,-0.03949501967665819
46500,-0.023410179532920412
47000,0.027537716838206164
47500,-0.00793676094840488
48000,0.01714575344702088
48500,0.03771169240158171
49000,-0.002337478390770762
49500,-0.022981683437779295
50000,-0.04646296213298147
50500,-0.04106270987818271
51000,0.02694254470796505
51500,0.02437936796521299
52000,0.0343685132931986
52500,0.013982607913721978
53000,0.010123786026765391
53500,-0.03878593495268071
54000,-0.04140292559786042
54500,-0.017914339520114064
55000,-0.007818953016741337
55500,0.044038152558577695
56000,0.025053041923420196
56500,1.44205065156687e-05
57000,-0.017965571143080884
57500,-0.026644117733028893
58000,0.02921912426586329
58500,0.053775800726885814
59000,0.08995223625965405
59500,0.0029847630943852766
60000,-0.008596950135630187
60500,-0.012134186949892576
61000,-0.0477028451980237
61500,0.009005193174498358
62000,-0.01875749448494811
62500,-0.007733861441020889
63000,-0.005114122529537009
63500,0.02426255204103099
64000,0.016249734462274793
64500,0.015064994601508586
65000,-0.04143542286763548
65500,0.06372512047638731
66000,0.022408845936955364
66500,0.00958200148563134
67000,-0.010477023462004334
67500,-0.009046825326748508
68000,-0.02972635063455769
68500,0.019685110386919807
69000,-0.022708253287115183
69500,0.007924035125784632
70000,-0.03128059267218063
70500,0.04221837635366648
71000,0.019772048305095286
71500,-0.016564204798215007
72000,0.019942438658125006
72500,0.028764089231076387
73000,-0.02736379679794035
73500,-0.013980361282222664
74000,0.008261096026463442
74500,0.03211402853697239
75000,0.005357311490707621
75500,-0.016721348746273634
76000,-0.0324474359894293
76500,0.0320868478853206
77000,-0.014462395621949517
77500,0.004577883710712165
78000,-0.010936575294653595
78500,0.034816765781536106
79000,0.013992533899152676
79500,0.05401674913182579
80000,-0.02250282418923922
80500,-0.01136115260264077
81000,-0.03330523725024629
81500,-0.013326692984286695
82000,-0.012794714909404798
82500,-0.012834443157165839
83000,0.0014834702758246851
83500,-0.08703938034047765
84000,0.007082943817326954
84500,-0.05428758423734462
85000,0.004686073045121999
85500,-0.004061093365457987
86000,0.04980259264268915
86500,-0.027037822172406276
87000,0.04566992333840343
87500,-0.009233689592764226
88000,0.00328265529748126
88500,0.028655149007790374
89000,0.0028638314248740507
89500,-0.0029366485886090196
90000,0.019805231378284306
90500,0.022611833245344947
91000,0.0076670009826501915
91500,0.024476683212477295
92000,0.028444174713685107
92500,-0.03860264850824494
93000,-0.00723291231994253
93500,-0.005784237824090608
94000,0.006946164518741867
94500,-0.009590574575133803
95000,0.005159598324748437
95500,0.02354837879377244
96000,0.06326838728621226
96500,-1.5722931466351993e-05
97000,-0.0034782720227372285
97500,-0.03875504039801958
98000,-0.02199623303958573
98500,-0.0006133340661714753
99000,0.029567220707785717
99500,0.06315568327842978
100000,-0.006413938813120208
100500,-0.029558822773973797
101000,-0.03611676624711012
101500,-0.020589082837991882
102000,-0.020497255469811744
102500,-0.007825393987110891
103000,-0.052092565672382296
103500,-0.012859600863311803
104000,-0.007411931944874414
104500,0.006133366679746324
105000,0.0328859400832034
105500,0.04966823520959517
106000,-0.009414728425120943
106500,0.009320267156657795
107000,-0.03676445360560547
107500,0.035775487158505356
108000,-0.010915579467628354
108500,-0.02108432037268862
109000,0.011272170124267324
109500,-0.02659410946635642
110000,-0.022962259935492425
110500,0.01758586479599673
111000,-0.02334745282920298
111500,0.027561349317351966
112000,0.03263401925364322
112500,0.01182503514501406
113000,0.052044322698183265
113500,0.04632857618161163
114000,-0.0008457625526436616
114500,0.008446482075239875
115000,0.04192170276167074
115500,-0.04951411830555913
116000,-0.01804295658019254
116500,0.013227619688860099
117000,-0.014912829843754744
117500,-0.032722999314822906
118000,-0.051261533524191445
118500,-0.06220255946067967
119000,0.0031446787118882013
119500,0.020605257919617686
120000,-0.002892357788521201
120500,0.004766379766840367
121000,0.009136275350577044
121500,-0.04546679492472333
122000,-0.04311572666901283
122500,0.0016365266684897554
123000,-0.003101078937539562
123500,-0.003017666534004722
124000,-0.0448578173446884
124500,-0.012193866218331748
125000,0.016191820075401868
125500,0.028538349088179857
126000,0.039911459677852486
126500,0.010100946841009048
127000,0.011904334911530349
127500,0.03547434021148475
128000,-0.02461481912440343
128500,0.016704212907449868
129000,-0.012099700681768598
129500,-0.01839572620812086
130000,-0.010953818588599553
130500,0.00544988433461118
131000,-0.03701374820031745
131500,-0.010111870541414384
132000,0.008283804146850067
132500,0.008938579741529595
133000,0.03821879800902645
133500,0.03358403914283568
134000,0.004389184537262659
134500,-0.05638840980530509
135000,-0.02261810312368773
135500,-0.02717970406155608
136000,-0.036614302525111386
136500,0.013317520378961095
137000,0.01257052442339733
137500,0.011957676221778462
138000,-0.035764110928514135
138500,-0.003993068206729537
139000,0.005990886471407508
139500,0.005818726404484497
140000,0.04146919313643126
140500,-0.009264632134645729
141000,-0.04798416841697409
141500,-0.016107119068618735
142000,0.031225492697885566
142500,-0.009744560104906038
143000,-0.025050936640531884
143500,0.01864478653214024
144000,0.011998766340334751
144500,0.013496698120723596
145000,-0.03562643906496171
145500,0.00723486840601284
146000,0.0012134112801892285
146500,-0.02209903089240463
147000,0.025121547326797153
147500,-0.0145008572667615
148000,-0.03207692377720014
148500,0.01331250615454677
149000,-0.027649097612340395
149500,0.014227055520442388
150000,-0.009621552264115913
150500,0.019337977902703068
151000,0.0027773791243648235
151500,0.004755122649892211
152000,-0.021466745151047593
152500,-0.0008292864469527595
153000,-0.024252246618390667
153500,-0.006380932517512017
154000,-0.009191025145176192
154500,0.02428376813130335
155000,0.02581094077963519
155500,0.008223792666737116
156000,0.007462428839738106
156500,-0.030666509626934086
157000,0.0660635443883319
157500,0.024250784086546108
158000,0.02419268842759234
158500,0.0014426724444210014
159000,0.036903622340854
159500,0.01110074405987069
160000,0.0013126383772751294
160500,-0.015482734595416377
161000,0.01330591783409602
161500,0.03865004133297604
162000,0.011673877604203619
162500,0.019251918627485935
163000,0.00887676183044051
